        CMP   3DT_SEC_ORD_CELCTR  3DT_PRIM_ORD_CELCTR    XCORD_CELL_CENTER    YCORD_CELL_CENTER STACK_WORD
      83941             1002.000             5049.000           501200.000          6700025.000         12
      83942             1002.000             5050.000           501225.000          6700025.000         13
      83943             1002.000             5051.000           501250.000          6700025.000         13
      83944             1002.000             5052.000           501275.000          6700025.000         14
      83945             1002.000             5053.000           501300.000          6700025.000         14
      83946             1002.000             5054.000           501325.000          6700025.000         15
      83947             1002.000             5055.000           501350.000          6700025.000         16
      83948             1002.000             5056.000           501375.000          6700025.000         16
      83949             1002.000             5057.000           501400.000          6700025.000         12
      83950             1002.000             5058.000           501425.000          6700025.000         16
      83951             1002.000             5059.000           501450.000          6700025.000         15
      83952             1002.000             5060.000           501475.000          6700025.000         16
      83953             1002.000             5061.000           501500.000          6700025.000         14
      83954             1002.000             5062.000           501525.000          6700025.000         13
      83955             1002.000             5063.000           501550.000          6700025.000         13
      83956             1002.000             5064.000           501575.000          6700025.000         15
      83957             1002.000             5065.000           501600.000          6700025.000         14
      83958             1002.000             5066.000           501625.000          6700025.000         15
      83959             1002.000             5067.000           501650.000          6700025.000         14
      83960             1002.000             5068.000           501675.000          6700025.000         13
      83961             1002.000             5069.000           501700.000          6700025.000         12
      83962             1002.000             5070.000           501725.000          6700025.000         14
      83963             1002.000             5071.000           501750.000          6700025.000         16
      83964             1002.000             5072.000           501775.000          6700025.000         14
      83965             1002.000             5073.000           501800.000          6700025.000         12
      83966             1002.000             5074.000           501825.000          6700025.000         16
      83967             1002.000             5075.000           501850.000          6700025.000         13
      83968             1002.000             5076.000           501875.000          6700025.000         14
      83969             1002.000             5077.000           501900.000          6700025.000         15
      83970             1002.000             5078.000           501925.000          6700025.000         13
      83971             1002.000             5079.000           501950.000          6700025.000         16
      83972             1002.000             5080.000           501975.000          6700025.000         16
      83973             1002.000             5081.000           502000.000          6700025.000         16
      83974             1002.000             5082.000           502025.000          6700025.000         16
      83975             1002.000             5083.000           502050.000          6700025.000         14
      83976             1002.000             5084.000           502075.000          6700025.000         15
      83977             1002.000             5085.000           502100.000          6700025.000         16
      83978             1002.000             5086.000           502125.000          6700025.000         16
      83979             1002.000             5087.000           502150.000          6700025.000         16
      83980             1002.000             5088.000           502175.000          6700025.000         15
      83981             1002.000             5089.000           502200.000          6700025.000         12
      83982             1002.000             5090.000           502225.000          6700025.000         16
      83983             1002.000             5091.000           502250.000          6700025.000         15
      83984             1002.000             5092.000           502275.000          6700025.000         13
      83985             1002.000             5093.000           502300.000          6700025.000         16
      83986             1002.000             5094.000           502325.000          6700025.000         13
      83987             1002.000             5095.000           502350.000          6700025.000         16
      83988             1002.000             5096.000           502375.000          6700025.000         15
      83989             1002.000             5097.000           502400.000          6700025.000         15
      83990             1002.000             5098.000           502425.000          6700025.000         15
      83991             1002.000             5099.000           502450.000          6700025.000         13
      83992             1002.000             5100.000           502475.000          6700025.000         13
      83993             1002.000             5101.000           502500.000          6700025.000         12
      83994             1002.000             5102.000           502525.000          6700025.000         15
      83995             1002.000             5103.000           502550.000          6700025.000         16
      83996             1002.000             5104.000           502575.000          6700025.000         12
      83997             1002.000             5105.000           502600.000          6700025.000         15
      83998             1002.000             5106.000           502625.000          6700025.000         12
      83999             1002.000             5107.000           502650.000          6700025.000         13
      84000             1002.000             5108.000           502675.000          6700025.000         14
      84001             1002.000             5109.000           502700.000          6700025.000         16
      84002             1002.000             5110.000           502725.000          6700025.000         13
      84003             1002.000             5111.000           502750.000          6700025.000         14
      84004             1002.000             5112.000           502775.000          6700025.000         16
      84005             1002.000             5113.000           502800.000          6700025.000         12
      84006             1002.000             5114.000           502825.000          6700025.000         15
      84007             1002.000             5115.000           502850.000          6700025.000         15
      84008             1002.000             5116.000           502875.000          6700025.000         13
      84009             1002.000             5117.000           502900.000          6700025.000         13
      84010             1002.000             5118.000           502925.000          6700025.000         14
      84011             1002.000             5119.000           502950.000          6700025.000         16
      84012             1002.000             5120.000           502975.000          6700025.000         13
      84013             1002.000             5121.000           503000.000          6700025.000         12
      84014             1002.000             5122.000           503025.000          6700025.000         13
      84015             1002.000             5123.000           503050.000          6700025.000         15
      84016             1002.000             5124.000           503075.000          6700025.000         12
      84017             1002.000             5125.000           503100.000          6700025.000         12
      84018             1002.000             5126.000           503125.000          6700025.000         12
      84019             1002.000             5127.000           503150.000          6700025.000         15
      84020             1002.000             5128.000           503175.000          6700025.000         13
      84021             1002.000             5129.000           503200.000          6700025.000         12
      84022             1002.000             5130.000           503225.000          6700025.000         15
      84023             1002.000             5131.000           503250.000          6700025.000         13
      84024             1002.000             5132.000           503275.000          6700025.000         15
      84025             1002.000             5133.000           503300.000          6700025.000         15
      84026             1002.000             5134.000           503325.000          6700025.000         13
      84027             1002.000             5135.000           503350.000          6700025.000         12
      84028             1002.000             5136.000           503375.000          6700025.000         15
      84029             1002.000             5137.000           503400.000          6700025.000         15
      84030             1002.000             5138.000           503425.000          6700025.000         14
      84031             1002.000             5139.000           503450.000          6700025.000         15
      84032             1002.000             5140.000           503475.000          6700025.000         16
      84033             1002.000             5141.000           503500.000          6700025.000         16
      84034             1002.000             5142.000           503525.000          6700025.000         16
      84035             1002.000             5143.000           503550.000          6700025.000         14
      84036             1002.000             5144.000           503575.000          6700025.000         14
      84037             1002.000             5145.000           503600.000          6700025.000         15
      84038             1002.000             5146.000           503625.000          6700025.000         15
      84039             1002.000             5147.000           503650.000          6700025.000         14
      84040             1002.000             5148.000           503675.000          6700025.000         12
      84041             1002.000             5149.000           503700.000          6700025.000         14
      84042             1002.000             5150.000           503725.000          6700025.000         12
      84043             1002.000             5151.000           503750.000          6700025.000         16
      84044             1002.000             5152.000           503775.000          6700025.000         14
      84045             1002.000             5153.000           503800.000          6700025.000         12
      84046             1002.000             5154.000           503825.000          6700025.000         13
      84047             1002.000             5155.000           503850.000          6700025.000         14
      84048             1002.000             5156.000           503875.000          6700025.000         16
      84049             1002.000             5157.000           503900.000          6700025.000         14
      84050             1002.000             5158.000           503925.000          6700025.000         13
      84051             1002.000             5159.000           503950.000          6700025.000         14
      84052             1002.000             5160.000           503975.000          6700025.000          7
      84053             1003.000             5035.000           500850.000          6700050.000         10
      84054             1003.000             5036.000           500875.000          6700050.000         14
      84055             1003.000             5037.000           500900.000          6700050.000         22
      84056             1003.000             5038.000           500925.000          6700050.000         23
      84057             1003.000             5039.000           500950.000          6700050.000         19
      84058             1003.000             5040.000           500975.000          6700050.000         22
      84059             1003.000             5041.000           501000.000          6700050.000         21
      84060             1003.000             5042.000           501025.000          6700050.000         19
      84061             1003.000             5043.000           501050.000          6700050.000         21
      84062             1003.000             5044.000           501075.000          6700050.000         22
      84063             1003.000             5045.000           501100.000          6700050.000         22
      84064             1003.000             5046.000           501125.000          6700050.000         19
      84065             1003.000             5047.000           501150.000          6700050.000         22
      84066             1003.000             5048.000           501175.000          6700050.000         19
      84067             1003.000             5049.000           501200.000          6700050.000         19
      84068             1003.000             5050.000           501225.000          6700050.000         20
      84069             1003.000             5051.000           501250.000          6700050.000         20
      84070             1003.000             5052.000           501275.000          6700050.000         19
      84071             1003.000             5053.000           501300.000          6700050.000         22
      84072             1003.000             5054.000           501325.000          6700050.000         21
      84073             1003.000             5055.000           501350.000          6700050.000         21
      84074             1003.000             5056.000           501375.000          6700050.000         21
      84075             1003.000             5057.000           501400.000          6700050.000         19
      84076             1003.000             5058.000           501425.000          6700050.000         23
      84077             1003.000             5059.000           501450.000          6700050.000         21
      84078             1003.000             5060.000           501475.000          6700050.000         21
      84079             1003.000             5061.000           501500.000          6700050.000         19
      84080             1003.000             5062.000           501525.000          6700050.000         23
      84081             1003.000             5063.000           501550.000          6700050.000         19
      84082             1003.000             5064.000           501575.000          6700050.000         21
      84083             1003.000             5065.000           501600.000          6700050.000         23
      84084             1003.000             5066.000           501625.000          6700050.000         19
      84085             1003.000             5067.000           501650.000          6700050.000         20
      84086             1003.000             5068.000           501675.000          6700050.000         21
      84087             1003.000             5069.000           501700.000          6700050.000         20
      84088             1003.000             5070.000           501725.000          6700050.000         22
      84089             1003.000             5071.000           501750.000          6700050.000         23
      84090             1003.000             5072.000           501775.000          6700050.000         20
      84091             1003.000             5073.000           501800.000          6700050.000         20
      84092             1003.000             5074.000           501825.000          6700050.000         20
      84093             1003.000             5075.000           501850.000          6700050.000         22
      84094             1003.000             5076.000           501875.000          6700050.000         22
      84095             1003.000             5077.000           501900.000          6700050.000         21
      84096             1003.000             5078.000           501925.000          6700050.000         23
      84097             1003.000             5079.000           501950.000          6700050.000         19
      84098             1003.000             5080.000           501975.000          6700050.000         21
      84099             1003.000             5081.000           502000.000          6700050.000         21
      84100             1003.000             5082.000           502025.000          6700050.000         19
      84101             1003.000             5083.000           502050.000          6700050.000         19
      84102             1003.000             5084.000           502075.000          6700050.000         20
      84103             1003.000             5085.000           502100.000          6700050.000         19
      84104             1003.000             5086.000           502125.000          6700050.000         20
      84105             1003.000             5087.000           502150.000          6700050.000         22
      84106             1003.000             5088.000           502175.000          6700050.000         23
      84107             1003.000             5089.000           502200.000          6700050.000         22
      84108             1003.000             5090.000           502225.000          6700050.000         19
      84109             1003.000             5091.000           502250.000          6700050.000         20
      84110             1003.000             5092.000           502275.000          6700050.000         23
      84111             1003.000             5093.000           502300.000          6700050.000         23
      84112             1003.000             5094.000           502325.000          6700050.000         20
      84113             1003.000             5095.000           502350.000          6700050.000         19
      84114             1003.000             5096.000           502375.000          6700050.000         23
      84115             1003.000             5097.000           502400.000          6700050.000         21
      84116             1003.000             5098.000           502425.000          6700050.000         20
      84117             1003.000             5099.000           502450.000          6700050.000         20
      84118             1003.000             5100.000           502475.000          6700050.000         21
      84119             1003.000             5101.000           502500.000          6700050.000         20
      84120             1003.000             5102.000           502525.000          6700050.000         19
      84121             1003.000             5103.000           502550.000          6700050.000         22
      84122             1003.000             5104.000           502575.000          6700050.000         20
      84123             1003.000             5105.000           502600.000          6700050.000         22
      84124             1003.000             5106.000           502625.000          6700050.000         22
      84125             1003.000             5107.000           502650.000          6700050.000         21
      84126             1003.000             5108.000           502675.000          6700050.000         20
      84127             1003.000             5109.000           502700.000          6700050.000         23
      84128             1003.000             5110.000           502725.000          6700050.000         21
      84129             1003.000             5111.000           502750.000          6700050.000         19
      84130             1003.000             5112.000           502775.000          6700050.000         21
      84131             1003.000             5113.000           502800.000          6700050.000         20
      84132             1003.000             5114.000           502825.000          6700050.000         19
      84133             1003.000             5115.000           502850.000          6700050.000         20
      84134             1003.000             5116.000           502875.000          6700050.000         19
      84135             1003.000             5117.000           502900.000          6700050.000         22
      84136             1003.000             5118.000           502925.000          6700050.000         20
      84137             1003.000             5119.000           502950.000          6700050.000         22
      84138             1003.000             5120.000           502975.000          6700050.000         22
      84139             1003.000             5121.000           503000.000          6700050.000         22
      84140             1003.000             5122.000           503025.000          6700050.000         22
      84141             1003.000             5123.000           503050.000          6700050.000         19
      84142             1003.000             5124.000           503075.000          6700050.000         23
      84143             1003.000             5125.000           503100.000          6700050.000         23
      84144             1003.000             5126.000           503125.000          6700050.000         20
      84145             1003.000             5127.000           503150.000          6700050.000         19
      84146             1003.000             5128.000           503175.000          6700050.000         19
      84147             1003.000             5129.000           503200.000          6700050.000         22
      84148             1003.000             5130.000           503225.000          6700050.000         19
      84149             1003.000             5131.000           503250.000          6700050.000         22
      84150             1003.000             5132.000           503275.000          6700050.000         19
      84151             1003.000             5133.000           503300.000          6700050.000         20
      84152             1003.000             5134.000           503325.000          6700050.000         19
      84153             1003.000             5135.000           503350.000          6700050.000         21
      84154             1003.000             5136.000           503375.000          6700050.000         22
      84155             1003.000             5137.000           503400.000          6700050.000         21
      84156             1003.000             5138.000           503425.000          6700050.000         22
      84157             1003.000             5139.000           503450.000          6700050.000         20
      84158             1003.000             5140.000           503475.000          6700050.000         19
      84159             1003.000             5141.000           503500.000          6700050.000         20
      84160             1003.000             5142.000           503525.000          6700050.000         23
      84161             1003.000             5143.000           503550.000          6700050.000         20
      84162             1003.000             5144.000           503575.000          6700050.000         20
      84163             1003.000             5145.000           503600.000          6700050.000         20
      84164             1003.000             5146.000           503625.000          6700050.000         23
      84165             1003.000             5147.000           503650.000          6700050.000         22
      84166             1003.000             5148.000           503675.000          6700050.000         20
      84167             1003.000             5149.000           503700.000          6700050.000         20
      84168             1003.000             5150.000           503725.000          6700050.000         21
      84169             1003.000             5151.000           503750.000          6700050.000         20
      84170             1003.000             5152.000           503775.000          6700050.000         23
      84171             1003.000             5153.000           503800.000          6700050.000         19
      84172             1003.000             5154.000           503825.000          6700050.000         19
      84173             1003.000             5155.000           503850.000          6700050.000         21
      84174             1003.000             5156.000           503875.000          6700050.000         22
      84175             1003.000             5157.000           503900.000          6700050.000         22
      84176             1003.000             5158.000           503925.000          6700050.000         21
      84177             1003.000             5159.000           503950.000          6700050.000         12
      84178             1003.000             5160.000           503975.000          6700050.000          9
      84179             1004.000             5035.000           500850.000          6700075.000          9
      84180             1004.000             5036.000           500875.000          6700075.000         16
      84181             1004.000             5037.000           500900.000          6700075.000         21
      84182             1004.000             5038.000           500925.000          6700075.000         30
      84183             1004.000             5039.000           500950.000          6700075.000         26
      84184             1004.000             5040.000           500975.000          6700075.000         30
      84185             1004.000             5041.000           501000.000          6700075.000         26
      84186             1004.000             5042.000           501025.000          6700075.000         30
      84187             1004.000             5043.000           501050.000          6700075.000         30
      84188             1004.000             5044.000           501075.000          6700075.000         27
      84189             1004.000             5045.000           501100.000          6700075.000         27
      84190             1004.000             5046.000           501125.000          6700075.000         28
      84191             1004.000             5047.000           501150.000          6700075.000         29
      84192             1004.000             5048.000           501175.000          6700075.000         30
      84193             1004.000             5049.000           501200.000          6700075.000         29
      84194             1004.000             5050.000           501225.000          6700075.000         29
      84195             1004.000             5051.000           501250.000          6700075.000         30
      84196             1004.000             5052.000           501275.000          6700075.000         28
      84197             1004.000             5053.000           501300.000          6700075.000         27
      84198             1004.000             5054.000           501325.000          6700075.000         26
      84199             1004.000             5055.000           501350.000          6700075.000         29
      84200             1004.000             5056.000           501375.000          6700075.000         28
      84201             1004.000             5057.000           501400.000          6700075.000         28
      84202             1004.000             5058.000           501425.000          6700075.000         28
      84203             1004.000             5059.000           501450.000          6700075.000         26
      84204             1004.000             5060.000           501475.000          6700075.000         26
      84205             1004.000             5061.000           501500.000          6700075.000         28
      84206             1004.000             5062.000           501525.000          6700075.000         28
      84207             1004.000             5063.000           501550.000          6700075.000         27
      84208             1004.000             5064.000           501575.000          6700075.000         29
      84209             1004.000             5065.000           501600.000          6700075.000         27
      84210             1004.000             5066.000           501625.000          6700075.000         26
      84211             1004.000             5067.000           501650.000          6700075.000         29
      84212             1004.000             5068.000           501675.000          6700075.000         30
      84213             1004.000             5069.000           501700.000          6700075.000         27
      84214             1004.000             5070.000           501725.000          6700075.000         30
      84215             1004.000             5071.000           501750.000          6700075.000         28
      84216             1004.000             5072.000           501775.000          6700075.000         30
      84217             1004.000             5073.000           501800.000          6700075.000         26
      84218             1004.000             5074.000           501825.000          6700075.000         27
      84219             1004.000             5075.000           501850.000          6700075.000         27
      84220             1004.000             5076.000           501875.000          6700075.000         30
