        CMP   3DT_SEC_ORD_CELCTR  3DT_PRIM_ORD_CELCTR    XCORD_CELL_CENTER    YCORD_CELL_CENTER STACK_WORD
      83868             1001.000             5090.000           502225.000          6700000.000         10
      83869             1001.000             5091.000           502250.000          6700000.000          7
      83870             1001.000             5092.000           502275.000          6700000.000          8
      83871             1001.000             5093.000           502300.000          6700000.000         10
      83872             1001.000             5094.000           502325.000          6700000.000          7
      83873             1001.000             5095.000           502350.000          6700000.000          6
      83874             1001.000             5096.000           502375.000          6700000.000          7
      83875             1001.000             5097.000           502400.000          6700000.000          7
      83876             1001.000             5098.000           502425.000          6700000.000          8
      83877             1001.000             5099.000           502450.000          6700000.000         10
      83878             1001.000             5100.000           502475.000          6700000.000          9
      83879             1002.000             5023.000           500550.000          6700025.000         10
      83880             1002.000             5024.000           500575.000          6700025.000         16
      83881             1002.000             5025.000           500600.000          6700025.000         12
      83882             1002.000             5026.000           500625.000          6700025.000         15
      83883             1002.000             5027.000           500650.000          6700025.000         16
      83884             1002.000             5028.000           500675.000          6700025.000         16
      83885             1002.000             5029.000           500700.000          6700025.000         16
      83886             1002.000             5030.000           500725.000          6700025.000         13
      83887             1002.000             5031.000           500750.000          6700025.000         14
      83888             1002.000             5032.000           500775.000          6700025.000         12
      83889             1002.000             5033.000           500800.000          6700025.000         15
      83890             1002.000             5034.000           500825.000          6700025.000         12
      83891             1002.000             5035.000           500850.000          6700025.000         16
      83892             1002.000             5036.000           500875.000          6700025.000         13
      83893             1002.000             5037.000           500900.000          6700025.000         16
      83894             1002.000             5038.000           500925.000          6700025.000         13
      83895             1002.000             5039.000           500950.000          6700025.000         12
      83896             1002.000             5040.000           500975.000          6700025.000         12
      83897             1002.000             5041.000           501000.000          6700025.000         13
      83898             1002.000             5042.000           501025.000          6700025.000         14
      83899             1002.000             5043.000           501050.000          6700025.000         14
      83900             1002.000             5044.000           501075.000          6700025.000         12
      83901             1002.000             5045.000           501100.000          6700025.000         13
      83902             1002.000             5046.000           501125.000          6700025.000         12
      83903             1002.000             5047.000           501150.000          6700025.000         13
      83904             1002.000             5048.000           501175.000          6700025.000         12
      83905             1002.000             5049.000           501200.000          6700025.000         13
      83906             1002.000             5050.000           501225.000          6700025.000         13
      83907             1002.000             5051.000           501250.000          6700025.000         12
      83908             1002.000             5052.000           501275.000          6700025.000         12
      83909             1002.000             5053.000           501300.000          6700025.000         14
      83910             1002.000             5054.000           501325.000          6700025.000         14
      83911             1002.000             5055.000           501350.000          6700025.000         15
      83912             1002.000             5056.000           501375.000          6700025.000         16
      83913             1002.000             5057.000           501400.000          6700025.000         14
      83914             1002.000             5058.000           501425.000          6700025.000         12
      83915             1002.000             5059.000           501450.000          6700025.000         14
      83916             1002.000             5060.000           501475.000          6700025.000         16
      83917             1002.000             5061.000           501500.000          6700025.000         15
      83918             1002.000             5062.000           501525.000          6700025.000         13
      83919             1002.000             5063.000           501550.000          6700025.000         16
      83920             1002.000             5064.000           501575.000          6700025.000         16
      83921             1002.000             5065.000           501600.000          6700025.000         14
      83922             1002.000             5066.000           501625.000          6700025.000         15
      83923             1002.000             5067.000           501650.000          6700025.000         14
      83924             1002.000             5068.000           501675.000          6700025.000         15
      83925             1002.000             5069.000           501700.000          6700025.000         13
      83926             1002.000             5070.000           501725.000          6700025.000         16
      83927             1002.000             5071.000           501750.000          6700025.000         13
      83928             1002.000             5072.000           501775.000          6700025.000         14
      83929             1002.000             5073.000           501800.000          6700025.000         15
      83930             1002.000             5074.000           501825.000          6700025.000         16
      83931             1002.000             5075.000           501850.000          6700025.000         15
      83932             1002.000             5076.000           501875.000          6700025.000         13
      83933             1002.000             5077.000           501900.000          6700025.000         14
      83934             1002.000             5078.000           501925.000          6700025.000         16
      83935             1002.000             5079.000           501950.000          6700025.000         16
      83936             1002.000             5080.000           501975.000          6700025.000         14
      83937             1002.000             5081.000           502000.000          6700025.000         16
      83938             1002.000             5082.000           502025.000          6700025.000         13
      83939             1002.000             5083.000           502050.000          6700025.000         15
      83940             1002.000             5084.000           502075.000          6700025.000         13
      83941             1002.000             5085.000           502100.000          6700025.000         15
      83942             1002.000             5086.000           502125.000          6700025.000         14
      83943             1002.000             5087.000           502150.000          6700025.000         14
      83944             1002.000             5088.000           502175.000          6700025.000         16
      83945             1002.000             5089.000           502200.000          6700025.000         13
      83946             1002.000             5090.000           502225.000          6700025.000         13
      83947             1002.000             5091.000           502250.000          6700025.000         16
      83948             1002.000             5092.000           502275.000          6700025.000         16
      83949             1002.000             5093.000           502300.000          6700025.000         13
      83950             1002.000             5094.000           502325.000          6700025.000         16
      83951             1002.000             5095.000           502350.000          6700025.000         15
      83952             1002.000             5096.000           502375.000          6700025.000         12
      83953             1002.000             5097.000           502400.000          6700025.000         14
      83954             1002.000             5098.000           502425.000          6700025.000         14
      83955             1002.000             5099.000           502450.000          6700025.000         13
      83956             1002.000             5100.000           502475.000          6700025.000          6
      83957             1003.000             5023.000           500550.000          6700050.000          8
      83958             1003.000             5024.000           500575.000          6700050.000         14
      83959             1003.000             5025.000           500600.000          6700050.000         20
      83960             1003.000             5026.000           500625.000          6700050.000         19
      83961             1003.000             5027.000           500650.000          6700050.000         20
      83962             1003.000             5028.000           500675.000          6700050.000         21
      83963             1003.000             5029.000           500700.000          6700050.000         22
      83964             1003.000             5030.000           500725.000          6700050.000         20
      83965             1003.000             5031.000           500750.000          6700050.000         22
      83966             1003.000             5032.000           500775.000          6700050.000         23
      83967             1003.000             5033.000           500800.000          6700050.000         23
      83968             1003.000             5034.000           500825.000          6700050.000         23
      83969             1003.000             5035.000           500850.000          6700050.000         22
      83970             1003.000             5036.000           500875.000          6700050.000         21
      83971             1003.000             5037.000           500900.000          6700050.000         21
      83972             1003.000             5038.000           500925.000          6700050.000         21
      83973             1003.000             5039.000           500950.000          6700050.000         21
      83974             1003.000             5040.000           500975.000          6700050.000         22
      83975             1003.000             5041.000           501000.000          6700050.000         23
      83976             1003.000             5042.000           501025.000          6700050.000         22
      83977             1003.000             5043.000           501050.000          6700050.000         20
      83978             1003.000             5044.000           501075.000          6700050.000         21
      83979             1003.000             5045.000           501100.000          6700050.000         20
      83980             1003.000             5046.000           501125.000          6700050.000         22
      83981             1003.000             5047.000           501150.000          6700050.000         20
      83982             1003.000             5048.000           501175.000          6700050.000         23
      83983             1003.000             5049.000           501200.000          6700050.000         21
      83984             1003.000             5050.000           501225.000          6700050.000         21
      83985             1003.000             5051.000           501250.000          6700050.000         20
      83986             1003.000             5052.000           501275.000          6700050.000         22
      83987             1003.000             5053.000           501300.000          6700050.000         21
      83988             1003.000             5054.000           501325.000          6700050.000         19
      83989             1003.000             5055.000           501350.000          6700050.000         20
      83990             1003.000             5056.000           501375.000          6700050.000         20
      83991             1003.000             5057.000           501400.000          6700050.000         19
      83992             1003.000             5058.000           501425.000          6700050.000         19
      83993             1003.000             5059.000           501450.000          6700050.000         21
      83994             1003.000             5060.000           501475.000          6700050.000         19
      83995             1003.000             5061.000           501500.000          6700050.000         23
      83996             1003.000             5062.000           501525.000          6700050.000         22
      83997             1003.000             5063.000           501550.000          6700050.000         22
      83998             1003.000             5064.000           501575.000          6700050.000         19
      83999             1003.000             5065.000           501600.000          6700050.000         23
      84000             1003.000             5066.000           501625.000          6700050.000         19
      84001             1003.000             5067.000           501650.000          6700050.000         22
      84002             1003.000             5068.000           501675.000          6700050.000         23
      84003             1003.000             5069.000           501700.000          6700050.000         19
      84004             1003.000             5070.000           501725.000          6700050.000         19
      84005             1003.000             5071.000           501750.000          6700050.000         23
      84006             1003.000             5072.000           501775.000          6700050.000         23
      84007             1003.000             5073.000           501800.000          6700050.000         19
      84008             1003.000             5074.000           501825.000          6700050.000         22
      84009             1003.000             5075.000           501850.000          6700050.000         23
      84010             1003.000             5076.000           501875.000          6700050.000         23
      84011             1003.000             5077.000           501900.000          6700050.000         19
      84012             1003.000             5078.000           501925.000          6700050.000         20
      84013             1003.000             5079.000           501950.000          6700050.000         21
      84014             1003.000             5080.000           501975.000          6700050.000         22
      84015             1003.000             5081.000           502000.000          6700050.000         21
      84016             1003.000             5082.000           502025.000          6700050.000         20
      84017             1003.000             5083.000           502050.000          6700050.000         23
      84018             1003.000             5084.000           502075.000          6700050.000         19
      84019             1003.000             5085.000           502100.000          6700050.000         19
      84020             1003.000             5086.000           502125.000          6700050.000         21
      84021             1003.000             5087.000           502150.000          6700050.000         22
      84022             1003.000             5088.000           502175.000          6700050.000         21
      84023             1003.000             5089.000           502200.000          6700050.000         21
      84024             1003.000             5090.000           502225.000          6700050.000         22
      84025             1003.000             5091.000           502250.000          6700050.000         21
      84026             1003.000             5092.000           502275.000          6700050.000         23
      84027             1003.000             5093.000           502300.000          6700050.000         22
      84028             1003.000             5094.000           502325.000          6700050.000         21
      84029             1003.000             5095.000           502350.000          6700050.000         19
      84030             1003.000             5096.000           502375.000          6700050.000         21
      84031             1003.000             5097.000           502400.000          6700050.000         20
      84032             1003.000             5098.000           502425.000          6700050.000         23
      84033             1003.000             5099.000           502450.000          6700050.000         12
      84034             1003.000             5100.000           502475.000          6700050.000          8
      84035             1004.000             5023.000           500550.000          6700075.000          6
      84036             1004.000             5024.000           500575.000          6700075.000         14
      84037             1004.000             5025.000           500600.000          6700075.000         23
      84038             1004.000             5026.000           500625.000          6700075.000         28
      84039             1004.000             5027.000           500650.000          6700075.000         30
      84040             1004.000             5028.000           500675.000          6700075.000         27
      84041             1004.000             5029.000           500700.000          6700075.000         26
      84042             1004.000             5030.000           500725.000          6700075.000         29
      84043             1004.000             5031.000           500750.000          6700075.000         28
      84044             1004.000             5032.000           500775.000          6700075.000         29
      84045             1004.000             5033.000           500800.000          6700075.000         26
      84046             1004.000             5034.000           500825.000          6700075.000         29
      84047             1004.000             5035.000           500850.000          6700075.000         26
      84048             1004.000             5036.000           500875.000          6700075.000         26
      84049             1004.000             5037.000           500900.000          6700075.000         29
      84050             1004.000             5038.000           500925.000          6700075.000         28
      84051             1004.000             5039.000           500950.000          6700075.000         29
      84052             1004.000             5040.000           500975.000          6700075.000         27
      84053             1004.000             5041.000           501000.000          6700075.000         28
      84054             1004.000             5042.000           501025.000          6700075.000         29
      84055             1004.000             5043.000           501050.000          6700075.000         27
      84056             1004.000             5044.000           501075.000          6700075.000         29
      84057             1004.000             5045.000           501100.000          6700075.000         27
      84058             1004.000             5046.000           501125.000          6700075.000         28
      84059             1004.000             5047.000           501150.000          6700075.000         30
      84060             1004.000             5048.000           501175.000          6700075.000         26
      84061             1004.000             5049.000           501200.000          6700075.000         28
      84062             1004.000             5050.000           501225.000          6700075.000         26
      84063             1004.000             5051.000           501250.000          6700075.000         30
      84064             1004.000             5052.000           501275.000          6700075.000         29
      84065             1004.000             5053.000           501300.000          6700075.000         26
      84066             1004.000             5054.000           501325.000          6700075.000         29
      84067             1004.000             5055.000           501350.000          6700075.000         26
      84068             1004.000             5056.000           501375.000          6700075.000         26
      84069             1004.000             5057.000           501400.000          6700075.000         28
      84070             1004.000             5058.000           501425.000          6700075.000         26
      84071             1004.000             5059.000           501450.000          6700075.000         27
      84072             1004.000             5060.000           501475.000          6700075.000         30
      84073             1004.000             5061.000           501500.000          6700075.000         26
      84074             1004.000             5062.000           501525.000          6700075.000         30
      84075             1004.000             5063.000           501550.000          6700075.000         27
      84076             1004.000             5064.000           501575.000          6700075.000         26
      84077             1004.000             5065.000           501600.000          6700075.000         30
      84078             1004.000             5066.000           501625.000          6700075.000         28
      84079             1004.000             5067.000           501650.000          6700075.000         29
      84080             1004.000             5068.000           501675.000          6700075.000         27
      84081             1004.000             5069.000           501700.000          6700075.000         26
      84082             1004.000             5070.000           501725.000          6700075.000         30
      84083             1004.000             5071.000           501750.000          6700075.000         29
      84084             1004.000             5072.000           501775.000          6700075.000         30
      84085             1004.000             5073.000           501800.000          6700075.000         28
      84086             1004.000             5074.000           501825.000          6700075.000         30
      84087             1004.000             5075.000           501850.000          6700075.000         29
      84088             1004.000             5076.000           501875.000          6700075.000         27
      84089             1004.000             5077.000           501900.000          6700075.000         28
      84090             1004.000             5078.000           501925.000          6700075.000         26
      84091             1004.000             5079.000           501950.000          6700075.000         28
      84092             1004.000             5080.000           501975.000          6700075.000         30
      84093             1004.000             5081.000           502000.000          6700075.000         26
      84094             1004.000             5082.000           502025.000          6700075.000         29
      84095             1004.000             5083.000           502050.000          6700075.000         29
      84096             1004.000             5084.000           502075.000          6700075.000         27
      84097             1004.000             5085.000           502100.000          6700075.000         26
      84098             1004.000             5086.000           502125.000          6700075.000         26
      84099             1004.000             5087.000           502150.000          6700075.000         27
      84100             1004.000             5088.000           502175.000          6700075.000         29
      84101             1004.000             5089.000           502200.000          6700075.000         30
      84102             1004.000             5090.000           502225.000          6700075.000         27
      84103             1004.000             5091.000           502250.000          6700075.000         27
      84104             1004.000             5092.000           502275.000          6700075.000         28
      84105             1004.000             5093.000           502300.000          6700075.000         27
      84106             1004.000             5094.000           502325.000          6700075.000         27
      84107             1004.000             5095.000           502350.000          6700075.000         29
      84108             1004.000             5096.000           502375.000          6700075.000         29
      84109             1004.000             5097.000           502400.000          6700075.000         28
      84110             1004.000             5098.000           502425.000          6700075.000         22
      84111             1004.000             5099.000           502450.000          6700075.000         14
      84112             1004.000             5100.000           502475.000          6700075.000         10
      84113             1005.000             5023.000           500550.000          6700100.000         10
      84114             1005.000             5024.000           500575.000          6700100.000         16
      84115             1005.000             5025.000           500600.000          6700100.000         20
      84116             1005.000             5026.000           500625.000          6700100.000         27
      84117             1005.000             5027.000           500650.000          6700100.000         36
      84118             1005.000             5028.000           500675.000          6700100.000         35
      84119             1005.000             5029.000           500700.000          6700100.000         34
      84120             1005.000             5030.000           500725.000          6700100.000         36
      84121             1005.000             5031.000           500750.000          6700100.000         34
      84122             1005.000             5032.000           500775.000          6700100.000         36
      84123             1005.000             5033.000           500800.000          6700100.000         34
      84124             1005.000             5034.000           500825.000          6700100.000         36
      84125             1005.000             5035.000           500850.000          6700100.000         35
      84126             1005.000             5036.000           500875.000          6700100.000         35
      84127             1005.000             5037.000           500900.000          6700100.000         36
      84128             1005.000             5038.000           500925.000          6700100.000         37
      84129             1005.000             5039.000           500950.000          6700100.000         33
      84130             1005.000             5040.000           500975.000          6700100.000         34
      84131             1005.000             5041.000           501000.000          6700100.000         35
      84132             1005.000             5042.000           501025.000          6700100.000         33
      84133             1005.000             5043.000           501050.000          6700100.000         37
      84134             1005.000             5044.000           501075.000          6700100.000         37
      84135             1005.000             5045.000           501100.000          6700100.000         36
      84136             1005.000             5046.000           501125.000          6700100.000         33
      84137             1005.000             5047.000           501150.000          6700100.000         35
      84138             1005.000             5048.000           501175.000          6700100.000         33
      84139             1005.000             5049.000           501200.000          6700100.000         35
      84140             1005.000             5050.000           501225.000          6700100.000         36
      84141             1005.000             5051.000           501250.000          6700100.000         34
      84142             1005.000             5052.000           501275.000          6700100.000         33
      84143             1005.000             5053.000           501300.000          6700100.000         36
      84144             1005.000             5054.000           501325.000          6700100.000         34
      84145             1005.000             5055.000           501350.000          6700100.000         34
      84146             1005.000             5056.000           501375.000          6700100.000         36
      84147             1005.000             5057.000           501400.000          6700100.000         36
      84148             1005.000             5058.000           501425.000          6700100.000         35
      84149             1005.000             5059.000           501450.000          6700100.000         35
      84150             1005.000             5060.000           501475.000          6700100.000         35
      84151             1005.000             5061.000           501500.000          6700100.000         33
      84152             1005.000             5062.000           501525.000          6700100.000         36
      84153             1005.000             5063.000           501550.000          6700100.000         33
      84154             1005.000             5064.000           501575.000          6700100.000         36
      84155             1005.000             5065.000           501600.000          6700100.000         37
      84156             1005.000             5066.000           501625.000          6700100.000         35
      84157             1005.000             5067.000           501650.000          6700100.000         36
      84158             1005.000             5068.000           501675.000          6700100.000         33
      84159             1005.000             5069.000           501700.000          6700100.000         33
      84160             1005.000             5070.000           501725.000          6700100.000         35
      84161             1005.000             5071.000           501750.000          6700100.000         33
      84162             1005.000             5072.000           501775.000          6700100.000         34
      84163             1005.000             5073.000           501800.000          6700100.000         37
      84164             1005.000             5074.000           501825.000          6700100.000         34
      84165             1005.000             5075.000           501850.000          6700100.000         34
      84166             1005.000             5076.000           501875.000          6700100.000         34
      84167             1005.000             5077.000           501900.000          6700100.000         34
      84168             1005.000             5078.000           501925.000          6700100.000         37
      84169             1005.000             5079.000           501950.000          6700100.000         36
      84170             1005.000             5080.000           501975.000          6700100.000         35
      84171             1005.000             5081.000           502000.000          6700100.000         36
      84172             1005.000             5082.000           502025.000          6700100.000         36
      84173             1005.000             5083.000           502050.000          6700100.000         35
      84174             1005.000             5084.000           502075.000          6700100.000         33
      84175             1005.000             5085.000           502100.000          6700100.000         35
      84176             1005.000             5086.000           502125.000          6700100.000         36
      84177             1005.000             5087.000           502150.000          6700100.000         34
      84178             1005.000             5088.000           502175.000          6700100.000         34
      84179             1005.000             5089.000           502200.000          6700100.000         33
      84180             1005.000             5090.000           502225.000          6700100.000         36
      84181             1005.000             5091.000           502250.000          6700100.000         37
      84182             1005.000             5092.000           502275.000          6700100.000         34
      84183             1005.000             5093.000           502300.000          6700100.000         35
      84184             1005.000             5094.000           502325.000          6700100.000         33
      84185             1005.000             5095.000           502350.000          6700100.000         33
      84186             1005.000             5096.000           502375.000          6700100.000         35
      84187             1005.000             5097.000           502400.000          6700100.000         26
      84188             1005.000             5098.000           502425.000          6700100.000         21
      84189             1005.000             5099.000           502450.000          6700100.000         15
      84190             1005.000             5100.000           502475.000          6700100.000          9
      84191             1006.000             5023.000           500550.000          6700125.000          8
      84192             1006.000             5024.000           500575.000          6700125.000         13
      84193             1006.000             5025.000           500600.000          6700125.000         21
      84194             1006.000             5026.000           500625.000          6700125.000         26
      84195             1006.000             5027.000           500650.000          6700125.000         35
      84196             1006.000             5028.000           500675.000          6700125.000         40
      84197             1006.000             5029.000           500700.000          6700125.000         43
      84198             1006.000             5030.000           500725.000          6700125.000         43
      84199             1006.000             5031.000           500750.000          6700125.000         39
      84200             1006.000             5032.000           500775.000          6700125.000         41
      84201             1006.000             5033.000           500800.000          6700125.000         40
      84202             1006.000             5034.000           500825.000          6700125.000         40
      84203             1006.000             5035.000           500850.000          6700125.000         40
      84204             1006.000             5036.000           500875.000          6700125.000         40
      84205             1006.000             5037.000           500900.000          6700125.000         40
      84206             1006.000             5038.000           500925.000          6700125.000         42
      84207             1006.000             5039.000           500950.000          6700125.000         41
      84208             1006.000             5040.000           500975.000          6700125.000         40
      84209             1006.000             5041.000           501000.000          6700125.000         40
      84210             1006.000             5042.000           501025.000          6700125.000         41
      84211             1006.000             5043.000           501050.000          6700125.000         39
      84212             1006.000             5044.000           501075.000          6700125.000         43
      84213             1006.000             5045.000           501100.000          6700125.000         43
      84214             1006.000             5046.000           501125.000          6700125.000         41
      84215             1006.000             5047.000           501150.000          6700125.000         43
      84216             1006.000             5048.000           501175.000          6700125.000         41
      84217             1006.000             5049.000           501200.000          6700125.000         42
      84218             1006.000             5050.000           501225.000          6700125.000         43
      84219             1006.000             5051.000           501250.000          6700125.000         42
      84220             1006.000             5052.000           501275.000          6700125.000         42
