        CMP   3DT_SEC_ORD_CELCTR  3DT_PRIM_ORD_CELCTR    XCORD_CELL_CENTER    YCORD_CELL_CENTER STACK_WORD
      83850             1001.000             5070.000           501725.000          6700000.000          6
      83851             1001.000             5071.000           501750.000          6700000.000          7
      83852             1001.000             5072.000           501775.000          6700000.000         10
      83853             1001.000             5073.000           501800.000          6700000.000          7
      83854             1001.000             5074.000           501825.000          6700000.000          9
      83855             1001.000             5075.000           501850.000          6700000.000          6
      83856             1001.000             5076.000           501875.000          6700000.000          9
      83857             1001.000             5077.000           501900.000          6700000.000          9
      83858             1001.000             5078.000           501925.000          6700000.000         10
      83859             1001.000             5079.000           501950.000          6700000.000          9
      83860             1001.000             5080.000           501975.000          6700000.000          8
      83861             1001.000             5081.000           502000.000          6700000.000         10
      83862             1001.000             5082.000           502025.000          6700000.000          8
      83863             1001.000             5083.000           502050.000          6700000.000          9
      83864             1001.000             5084.000           502075.000          6700000.000          6
      83865             1001.000             5085.000           502100.000          6700000.000          8
      83866             1001.000             5086.000           502125.000          6700000.000          7
      83867             1001.000             5087.000           502150.000          6700000.000          6
      83868             1001.000             5088.000           502175.000          6700000.000         10
      83869             1001.000             5089.000           502200.000          6700000.000         10
      83870             1001.000             5090.000           502225.000          6700000.000          8
      83871             1001.000             5091.000           502250.000          6700000.000         10
      83872             1001.000             5092.000           502275.000          6700000.000          8
      83873             1001.000             5093.000           502300.000          6700000.000          8
      83874             1001.000             5094.000           502325.000          6700000.000          7
      83875             1001.000             5095.000           502350.000          6700000.000          6
      83876             1001.000             5096.000           502375.000          6700000.000          7
      83877             1001.000             5097.000           502400.000          6700000.000         10
      83878             1001.000             5098.000           502425.000          6700000.000          8
      83879             1001.000             5099.000           502450.000          6700000.000         10
      83880             1001.000             5100.000           502475.000          6700000.000         10
      83881             1001.000             5101.000           502500.000          6700000.000          7
      83882             1001.000             5102.000           502525.000          6700000.000          9
      83883             1001.000             5103.000           502550.000          6700000.000         10
      83884             1001.000             5104.000           502575.000          6700000.000          8
      83885             1001.000             5105.000           502600.000          6700000.000          8
      83886             1001.000             5106.000           502625.000          6700000.000          8
      83887             1001.000             5107.000           502650.000          6700000.000          6
      83888             1001.000             5108.000           502675.000          6700000.000         10
      83889             1001.000             5109.000           502700.000          6700000.000         10
      83890             1001.000             5110.000           502725.000          6700000.000         10
      83891             1001.000             5111.000           502750.000          6700000.000          8
      83892             1001.000             5112.000           502775.000          6700000.000         10
      83893             1001.000             5113.000           502800.000          6700000.000          9
      83894             1001.000             5114.000           502825.000          6700000.000         10
      83895             1001.000             5115.000           502850.000          6700000.000         10
      83896             1001.000             5116.000           502875.000          6700000.000          6
      83897             1001.000             5117.000           502900.000          6700000.000         10
      83898             1001.000             5118.000           502925.000          6700000.000          8
      83899             1001.000             5119.000           502950.000          6700000.000          7
      83900             1001.000             5120.000           502975.000          6700000.000          9
      83901             1001.000             5121.000           503000.000          6700000.000          6
      83902             1001.000             5122.000           503025.000          6700000.000          7
      83903             1001.000             5123.000           503050.000          6700000.000          6
      83904             1001.000             5124.000           503075.000          6700000.000          9
      83905             1001.000             5125.000           503100.000          6700000.000          7
      83906             1001.000             5126.000           503125.000          6700000.000          6
      83907             1001.000             5127.000           503150.000          6700000.000         10
      83908             1001.000             5128.000           503175.000          6700000.000          8
      83909             1001.000             5129.000           503200.000          6700000.000          8
      83910             1001.000             5130.000           503225.000          6700000.000          6
      83911             1001.000             5131.000           503250.000          6700000.000          7
      83912             1001.000             5132.000           503275.000          6700000.000         10
      83913             1001.000             5133.000           503300.000          6700000.000          6
      83914             1001.000             5134.000           503325.000          6700000.000          9
      83915             1001.000             5135.000           503350.000          6700000.000          6
      83916             1001.000             5136.000           503375.000          6700000.000          8
      83917             1001.000             5137.000           503400.000          6700000.000          6
      83918             1001.000             5138.000           503425.000          6700000.000         10
      83919             1001.000             5139.000           503450.000          6700000.000          6
      83920             1001.000             5140.000           503475.000          6700000.000          6
      83921             1002.000             5021.000           500500.000          6700025.000         10
      83922             1002.000             5022.000           500525.000          6700025.000         13
      83923             1002.000             5023.000           500550.000          6700025.000         15
      83924             1002.000             5024.000           500575.000          6700025.000         16
      83925             1002.000             5025.000           500600.000          6700025.000         15
      83926             1002.000             5026.000           500625.000          6700025.000         14
      83927             1002.000             5027.000           500650.000          6700025.000         14
      83928             1002.000             5028.000           500675.000          6700025.000         15
      83929             1002.000             5029.000           500700.000          6700025.000         15
      83930             1002.000             5030.000           500725.000          6700025.000         14
      83931             1002.000             5031.000           500750.000          6700025.000         13
      83932             1002.000             5032.000           500775.000          6700025.000         12
      83933             1002.000             5033.000           500800.000          6700025.000         15
      83934             1002.000             5034.000           500825.000          6700025.000         12
      83935             1002.000             5035.000           500850.000          6700025.000         12
      83936             1002.000             5036.000           500875.000          6700025.000         16
      83937             1002.000             5037.000           500900.000          6700025.000         14
      83938             1002.000             5038.000           500925.000          6700025.000         16
      83939             1002.000             5039.000           500950.000          6700025.000         16
      83940             1002.000             5040.000           500975.000          6700025.000         15
      83941             1002.000             5041.000           501000.000          6700025.000         15
      83942             1002.000             5042.000           501025.000          6700025.000         12
      83943             1002.000             5043.000           501050.000          6700025.000         14
      83944             1002.000             5044.000           501075.000          6700025.000         14
      83945             1002.000             5045.000           501100.000          6700025.000         15
      83946             1002.000             5046.000           501125.000          6700025.000         16
      83947             1002.000             5047.000           501150.000          6700025.000         13
      83948             1002.000             5048.000           501175.000          6700025.000         12
      83949             1002.000             5049.000           501200.000          6700025.000         14
      83950             1002.000             5050.000           501225.000          6700025.000         13
      83951             1002.000             5051.000           501250.000          6700025.000         15
      83952             1002.000             5052.000           501275.000          6700025.000         12
      83953             1002.000             5053.000           501300.000          6700025.000         16
      83954             1002.000             5054.000           501325.000          6700025.000         16
      83955             1002.000             5055.000           501350.000          6700025.000         12
      83956             1002.000             5056.000           501375.000          6700025.000         16
      83957             1002.000             5057.000           501400.000          6700025.000         12
      83958             1002.000             5058.000           501425.000          6700025.000         15
      83959             1002.000             5059.000           501450.000          6700025.000         14
      83960             1002.000             5060.000           501475.000          6700025.000         13
      83961             1002.000             5061.000           501500.000          6700025.000         12
      83962             1002.000             5062.000           501525.000          6700025.000         14
      83963             1002.000             5063.000           501550.000          6700025.000         14
      83964             1002.000             5064.000           501575.000          6700025.000         13
      83965             1002.000             5065.000           501600.000          6700025.000         15
      83966             1002.000             5066.000           501625.000          6700025.000         15
      83967             1002.000             5067.000           501650.000          6700025.000         14
      83968             1002.000             5068.000           501675.000          6700025.000         13
      83969             1002.000             5069.000           501700.000          6700025.000         16
      83970             1002.000             5070.000           501725.000          6700025.000         16
      83971             1002.000             5071.000           501750.000          6700025.000         12
      83972             1002.000             5072.000           501775.000          6700025.000         14
      83973             1002.000             5073.000           501800.000          6700025.000         16
      83974             1002.000             5074.000           501825.000          6700025.000         13
      83975             1002.000             5075.000           501850.000          6700025.000         16
      83976             1002.000             5076.000           501875.000          6700025.000         15
      83977             1002.000             5077.000           501900.000          6700025.000         16
      83978             1002.000             5078.000           501925.000          6700025.000         16
      83979             1002.000             5079.000           501950.000          6700025.000         16
      83980             1002.000             5080.000           501975.000          6700025.000         13
      83981             1002.000             5081.000           502000.000          6700025.000         16
      83982             1002.000             5082.000           502025.000          6700025.000         14
      83983             1002.000             5083.000           502050.000          6700025.000         12
      83984             1002.000             5084.000           502075.000          6700025.000         13
      83985             1002.000             5085.000           502100.000          6700025.000         13
      83986             1002.000             5086.000           502125.000          6700025.000         14
      83987             1002.000             5087.000           502150.000          6700025.000         12
      83988             1002.000             5088.000           502175.000          6700025.000         14
      83989             1002.000             5089.000           502200.000          6700025.000         13
      83990             1002.000             5090.000           502225.000          6700025.000         14
      83991             1002.000             5091.000           502250.000          6700025.000         13
      83992             1002.000             5092.000           502275.000          6700025.000         16
      83993             1002.000             5093.000           502300.000          6700025.000         16
      83994             1002.000             5094.000           502325.000          6700025.000         15
      83995             1002.000             5095.000           502350.000          6700025.000         13
      83996             1002.000             5096.000           502375.000          6700025.000         12
      83997             1002.000             5097.000           502400.000          6700025.000         12
      83998             1002.000             5098.000           502425.000          6700025.000         14
      83999             1002.000             5099.000           502450.000          6700025.000         12
      84000             1002.000             5100.000           502475.000          6700025.000         15
      84001             1002.000             5101.000           502500.000          6700025.000         14
      84002             1002.000             5102.000           502525.000          6700025.000         13
      84003             1002.000             5103.000           502550.000          6700025.000         16
      84004             1002.000             5104.000           502575.000          6700025.000         12
      84005             1002.000             5105.000           502600.000          6700025.000         14
      84006             1002.000             5106.000           502625.000          6700025.000         15
      84007             1002.000             5107.000           502650.000          6700025.000         13
      84008             1002.000             5108.000           502675.000          6700025.000         16
      84009             1002.000             5109.000           502700.000          6700025.000         15
      84010             1002.000             5110.000           502725.000          6700025.000         14
      84011             1002.000             5111.000           502750.000          6700025.000         12
      84012             1002.000             5112.000           502775.000          6700025.000         13
      84013             1002.000             5113.000           502800.000          6700025.000         16
      84014             1002.000             5114.000           502825.000          6700025.000         13
      84015             1002.000             5115.000           502850.000          6700025.000         15
      84016             1002.000             5116.000           502875.000          6700025.000         14
      84017             1002.000             5117.000           502900.000          6700025.000         12
      84018             1002.000             5118.000           502925.000          6700025.000         15
      84019             1002.000             5119.000           502950.000          6700025.000         16
      84020             1002.000             5120.000           502975.000          6700025.000         16
      84021             1002.000             5121.000           503000.000          6700025.000         16
      84022             1002.000             5122.000           503025.000          6700025.000         16
      84023             1002.000             5123.000           503050.000          6700025.000         14
      84024             1002.000             5124.000           503075.000          6700025.000         15
      84025             1002.000             5125.000           503100.000          6700025.000         13
      84026             1002.000             5126.000           503125.000          6700025.000         14
      84027             1002.000             5127.000           503150.000          6700025.000         13
      84028             1002.000             5128.000           503175.000          6700025.000         15
      84029             1002.000             5129.000           503200.000          6700025.000         16
      84030             1002.000             5130.000           503225.000          6700025.000         14
      84031             1002.000             5131.000           503250.000          6700025.000         15
      84032             1002.000             5132.000           503275.000          6700025.000         15
      84033             1002.000             5133.000           503300.000          6700025.000         13
      84034             1002.000             5134.000           503325.000          6700025.000         13
      84035             1002.000             5135.000           503350.000          6700025.000         13
      84036             1002.000             5136.000           503375.000          6700025.000         14
      84037             1002.000             5137.000           503400.000          6700025.000         14
      84038             1002.000             5138.000           503425.000          6700025.000         15
      84039             1002.000             5139.000           503450.000          6700025.000         14
      84040             1002.000             5140.000           503475.000          6700025.000          6
      84041             1003.000             5021.000           500500.000          6700050.000          7
      84042             1003.000             5022.000           500525.000          6700050.000         13
      84043             1003.000             5023.000           500550.000          6700050.000         21
      84044             1003.000             5024.000           500575.000          6700050.000         20
      84045             1003.000             5025.000           500600.000          6700050.000         19
      84046             1003.000             5026.000           500625.000          6700050.000         21
      84047             1003.000             5027.000           500650.000          6700050.000         21
      84048             1003.000             5028.000           500675.000          6700050.000         22
      84049             1003.000             5029.000           500700.000          6700050.000         20
      84050             1003.000             5030.000           500725.000          6700050.000         23
      84051             1003.000             5031.000           500750.000          6700050.000         23
      84052             1003.000             5032.000           500775.000          6700050.000         19
      84053             1003.000             5033.000           500800.000          6700050.000         21
      84054             1003.000             5034.000           500825.000          6700050.000         20
      84055             1003.000             5035.000           500850.000          6700050.000         20
      84056             1003.000             5036.000           500875.000          6700050.000         20
      84057             1003.000             5037.000           500900.000          6700050.000         23
      84058             1003.000             5038.000           500925.000          6700050.000         21
      84059             1003.000             5039.000           500950.000          6700050.000         20
      84060             1003.000             5040.000           500975.000          6700050.000         23
      84061             1003.000             5041.000           501000.000          6700050.000         22
      84062             1003.000             5042.000           501025.000          6700050.000         20
      84063             1003.000             5043.000           501050.000          6700050.000         21
      84064             1003.000             5044.000           501075.000          6700050.000         20
      84065             1003.000             5045.000           501100.000          6700050.000         20
      84066             1003.000             5046.000           501125.000          6700050.000         19
      84067             1003.000             5047.000           501150.000          6700050.000         21
      84068             1003.000             5048.000           501175.000          6700050.000         21
      84069             1003.000             5049.000           501200.000          6700050.000         23
      84070             1003.000             5050.000           501225.000          6700050.000         21
      84071             1003.000             5051.000           501250.000          6700050.000         21
      84072             1003.000             5052.000           501275.000          6700050.000         20
      84073             1003.000             5053.000           501300.000          6700050.000         21
      84074             1003.000             5054.000           501325.000          6700050.000         22
      84075             1003.000             5055.000           501350.000          6700050.000         22
      84076             1003.000             5056.000           501375.000          6700050.000         20
      84077             1003.000             5057.000           501400.000          6700050.000         19
      84078             1003.000             5058.000           501425.000          6700050.000         21
      84079             1003.000             5059.000           501450.000          6700050.000         22
      84080             1003.000             5060.000           501475.000          6700050.000         21
      84081             1003.000             5061.000           501500.000          6700050.000         19
      84082             1003.000             5062.000           501525.000          6700050.000         19
      84083             1003.000             5063.000           501550.000          6700050.000         23
      84084             1003.000             5064.000           501575.000          6700050.000         19
      84085             1003.000             5065.000           501600.000          6700050.000         20
      84086             1003.000             5066.000           501625.000          6700050.000         22
      84087             1003.000             5067.000           501650.000          6700050.000         23
      84088             1003.000             5068.000           501675.000          6700050.000         20
      84089             1003.000             5069.000           501700.000          6700050.000         23
      84090             1003.000             5070.000           501725.000          6700050.000         23
      84091             1003.000             5071.000           501750.000          6700050.000         19
      84092             1003.000             5072.000           501775.000          6700050.000         21
      84093             1003.000             5073.000           501800.000          6700050.000         20
      84094             1003.000             5074.000           501825.000          6700050.000         20
      84095             1003.000             5075.000           501850.000          6700050.000         23
      84096             1003.000             5076.000           501875.000          6700050.000         20
      84097             1003.000             5077.000           501900.000          6700050.000         19
      84098             1003.000             5078.000           501925.000          6700050.000         19
      84099             1003.000             5079.000           501950.000          6700050.000         21
      84100             1003.000             5080.000           501975.000          6700050.000         23
      84101             1003.000             5081.000           502000.000          6700050.000         19
      84102             1003.000             5082.000           502025.000          6700050.000         23
      84103             1003.000             5083.000           502050.000          6700050.000         21
      84104             1003.000             5084.000           502075.000          6700050.000         22
      84105             1003.000             5085.000           502100.000          6700050.000         23
      84106             1003.000             5086.000           502125.000          6700050.000         21
      84107             1003.000             5087.000           502150.000          6700050.000         20
      84108             1003.000             5088.000           502175.000          6700050.000         21
      84109             1003.000             5089.000           502200.000          6700050.000         19
      84110             1003.000             5090.000           502225.000          6700050.000         21
      84111             1003.000             5091.000           502250.000          6700050.000         19
      84112             1003.000             5092.000           502275.000          6700050.000         22
      84113             1003.000             5093.000           502300.000          6700050.000         23
      84114             1003.000             5094.000           502325.000          6700050.000         20
      84115             1003.000             5095.000           502350.000          6700050.000         23
      84116             1003.000             5096.000           502375.000          6700050.000         20
      84117             1003.000             5097.000           502400.000          6700050.000         21
      84118             1003.000             5098.000           502425.000          6700050.000         20
      84119             1003.000             5099.000           502450.000          6700050.000         20
      84120             1003.000             5100.000           502475.000          6700050.000         23
      84121             1003.000             5101.000           502500.000          6700050.000         20
      84122             1003.000             5102.000           502525.000          6700050.000         23
      84123             1003.000             5103.000           502550.000          6700050.000         20
      84124             1003.000             5104.000           502575.000          6700050.000         23
      84125             1003.000             5105.000           502600.000          6700050.000         19
      84126             1003.000             5106.000           502625.000          6700050.000         22
      84127             1003.000             5107.000           502650.000          6700050.000         20
      84128             1003.000             5108.000           502675.000          6700050.000         21
      84129             1003.000             5109.000           502700.000          6700050.000         23
      84130             1003.000             5110.000           502725.000          6700050.000         20
      84131             1003.000             5111.000           502750.000          6700050.000         22
      84132             1003.000             5112.000           502775.000          6700050.000         22
      84133             1003.000             5113.000           502800.000          6700050.000         23
      84134             1003.000             5114.000           502825.000          6700050.000         23
      84135             1003.000             5115.000           502850.000          6700050.000         22
      84136             1003.000             5116.000           502875.000          6700050.000         20
      84137             1003.000             5117.000           502900.000          6700050.000         23
      84138             1003.000             5118.000           502925.000          6700050.000         21
      84139             1003.000             5119.000           502950.000          6700050.000         20
      84140             1003.000             5120.000           502975.000          6700050.000         20
      84141             1003.000             5121.000           503000.000          6700050.000         23
      84142             1003.000             5122.000           503025.000          6700050.000         23
      84143             1003.000             5123.000           503050.000          6700050.000         21
      84144             1003.000             5124.000           503075.000          6700050.000         23
      84145             1003.000             5125.000           503100.000          6700050.000         20
      84146             1003.000             5126.000           503125.000          6700050.000         19
      84147             1003.000             5127.000           503150.000          6700050.000         22
      84148             1003.000             5128.000           503175.000          6700050.000         23
      84149             1003.000             5129.000           503200.000          6700050.000         20
      84150             1003.000             5130.000           503225.000          6700050.000         23
      84151             1003.000             5131.000           503250.000          6700050.000         23
      84152             1003.000             5132.000           503275.000          6700050.000         23
      84153             1003.000             5133.000           503300.000          6700050.000         22
      84154             1003.000             5134.000           503325.000          6700050.000         22
      84155             1003.000             5135.000           503350.000          6700050.000         23
      84156             1003.000             5136.000           503375.000          6700050.000         19
      84157             1003.000             5137.000           503400.000          6700050.000         21
      84158             1003.000             5138.000           503425.000          6700050.000         22
      84159             1003.000             5139.000           503450.000          6700050.000         15
      84160             1003.000             5140.000           503475.000          6700050.000          9
      84161             1004.000             5021.000           500500.000          6700075.000          6
      84162             1004.000             5022.000           500525.000          6700075.000         13
      84163             1004.000             5023.000           500550.000          6700075.000         21
      84164             1004.000             5024.000           500575.000          6700075.000         28
      84165             1004.000             5025.000           500600.000          6700075.000         30
      84166             1004.000             5026.000           500625.000          6700075.000         26
      84167             1004.000             5027.000           500650.000          6700075.000         30
      84168             1004.000             5028.000           500675.000          6700075.000         30
      84169             1004.000             5029.000           500700.000          6700075.000         27
      84170             1004.000             5030.000           500725.000          6700075.000         30
      84171             1004.000             5031.000           500750.000          6700075.000         27
      84172             1004.000             5032.000           500775.000          6700075.000         30
      84173             1004.000             5033.000           500800.000          6700075.000         27
      84174             1004.000             5034.000           500825.000          6700075.000         26
      84175             1004.000             5035.000           500850.000          6700075.000         28
      84176             1004.000             5036.000           500875.000          6700075.000         27
      84177             1004.000             5037.000           500900.000          6700075.000         28
      84178             1004.000             5038.000           500925.000          6700075.000         28
      84179             1004.000             5039.000           500950.000          6700075.000         26
      84180             1004.000             5040.000           500975.000          6700075.000         26
      84181             1004.000             5041.000           501000.000          6700075.000         29
      84182             1004.000             5042.000           501025.000          6700075.000         26
      84183             1004.000             5043.000           501050.000          6700075.000         26
      84184             1004.000             5044.000           501075.000          6700075.000         30
      84185             1004.000             5045.000           501100.000          6700075.000         28
      84186             1004.000             5046.000           501125.000          6700075.000         26
      84187             1004.000             5047.000           501150.000          6700075.000         29
      84188             1004.000             5048.000           501175.000          6700075.000         29
      84189             1004.000             5049.000           501200.000          6700075.000         26
      84190             1004.000             5050.000           501225.000          6700075.000         28
      84191             1004.000             5051.000           501250.000          6700075.000         28
      84192             1004.000             5052.000           501275.000          6700075.000         28
      84193             1004.000             5053.000           501300.000          6700075.000         27
      84194             1004.000             5054.000           501325.000          6700075.000         26
      84195             1004.000             5055.000           501350.000          6700075.000         27
      84196             1004.000             5056.000           501375.000          6700075.000         29
      84197             1004.000             5057.000           501400.000          6700075.000         26
      84198             1004.000             5058.000           501425.000          6700075.000         26
      84199             1004.000             5059.000           501450.000          6700075.000         26
      84200             1004.000             5060.000           501475.000          6700075.000         30
      84201             1004.000             5061.000           501500.000          6700075.000         28
      84202             1004.000             5062.000           501525.000          6700075.000         28
      84203             1004.000             5063.000           501550.000          6700075.000         26
      84204             1004.000             5064.000           501575.000          6700075.000         27
      84205             1004.000             5065.000           501600.000          6700075.000         29
      84206             1004.000             5066.000           501625.000          6700075.000         30
      84207             1004.000             5067.000           501650.000          6700075.000         28
      84208             1004.000             5068.000           501675.000          6700075.000         29
      84209             1004.000             5069.000           501700.000          6700075.000         26
      84210             1004.000             5070.000           501725.000          6700075.000         30
      84211             1004.000             5071.000           501750.000          6700075.000         29
      84212             1004.000             5072.000           501775.000          6700075.000         26
      84213             1004.000             5073.000           501800.000          6700075.000         26
      84214             1004.000             5074.000           501825.000          6700075.000         29
      84215             1004.000             5075.000           501850.000          6700075.000         26
      84216             1004.000             5076.000           501875.000          6700075.000         26
      84217             1004.000             5077.000           501900.000          6700075.000         30
      84218             1004.000             5078.000           501925.000          6700075.000         28
      84219             1004.000             5079.000           501950.000          6700075.000         28
      84220             1004.000             5080.000           501975.000          6700075.000         29
