	249.1	972.9	222.66	1773.5
	972.9	10000000.0	440.59	2942.5
1001136	1.0	246.5	0.00	681.7
	246.5	965.3	221.91	1765.1
	965.3	10000000.0	439.08	2927.8
1001137	1.0	243.7	0.00	677.1
	243.7	957.9	221.17	1756.5
	957.9	10000000.0	437.72	2913.2
1001138	1.0	240.8	0.00	672.2
	240.8	950.9	220.45	1747.6
	950.9	10000000.0	436.51	2898.6
1001139	1.0	237.8	0.00	667.1
	237.8	944.3	219.73	1738.6
	944.3	10000000.0	435.45	2884.1
1001140	1.0	234.8	0.00	661.8
	234.8	937.9	219.01	1729.3
	937.9	10000000.0	434.54	2869.7
1001141	1.0	231.6	0.00	656.2
	231.6	932.0	218.30	1719.9
	932.0	10000000.0	433.76	2855.3
1001142	1.0	228.4	0.00	650.5
	228.4	926.3	217.58	1710.4
	926.3	10000000.0	433.13	2841.1
1001143	1.0	225.1	0.00	644.7
	225.1	921.1	216.85	1700.7
	921.1	10000000.0	432.62	2826.9
1001144	1.0	221.8	0.00	638.7
	221.8	916.3	216.10	1690.9
	916.3	10000000.0	432.25	2813.0
1001145	1.0	218.5	0.00	632.7
	218.5	911.8	215.33	1681.0
	911.8	10000000.0	431.99	2799.2
1002101	1.0	243.8	0.00	632.0
	243.8	1323.6	254.59	1859.1
	1323.6	10000000.0	576.44	3393.0
1002102	1.0	246.7	0.00	638.1
	246.7	1315.0	254.28	1864.3
	1315.0	10000000.0	571.33	3386.7
1002103	1.0	249.6	0.00	644.2
	249.6	1306.1	253.85	1869.2
	1306.1	10000000.0	566.17	3379.9
1002104	1.0	252.3	0.00	650.3
	252.3	1296.9	253.30	1873.6
	1296.9	10000000.0	560.99	3372.7
1002105	1.0	254.9	0.00	656.2
	254.9	1287.6	252.65	1877.6
	1287.6	10000000.0	555.79	3365.0
1002106	1.0	257.4	0.00	662.1
	257.4	1278.0	251.91	1881.1
	1278.0	10000000.0	550.59	3357.0
1002107	1.0	259.7	0.00	667.8
	259.7	1268.3	251.08	1884.3
	1268.3	10000000.0	545.41	3348.5
1002108	1.0	261.9	0.00	673.3
	261.9	1258.4	250.18	1887.0
	1258.4	10000000.0	540.25	3339.6
1002109	1.0	264.0	0.00	678.7
	264.0	1248.4	249.21	1889.3
	1248.4	10000000.0	535.13	3330.3
1002110	1.0	265.9	0.00	683.8
	265.9	1238.2	248.19	1891.1
	1238.2	10000000.0	530.06	3320.7
1002111	1.0	267.6	0.00	688.7
	267.6	1227.9	247.13	1892.5
	1227.9	10000000.0	525.06	3310.7
1002112	1.0	269.1	0.00	693.3
	269.1	1217.5	246.03	1893.4
	1217.5	10000000.0	520.13	3300.3
1002113	1.0	270.5	0.00	697.7
	270.5	1207.0	244.90	1893.9
	1207.0	10000000.0	515.29	3289.6
1002114	1.0	271.7	0.00	701.7
	271.7	1196.5	243.75	1894.0
	1196.5	10000000.0	510.54	3278.5
1002115	1.0	272.7	0.00	705.4
	272.7	1185.9	242.58	1893.5
	1185.9	10000000.0	505.89	3267.1
1002116	1.0	273.6	0.00	708.8
	273.6	1175.3	241.41	1892.6
	1175.3	10000000.0	501.36	3255.4
1002117	1.0	274.2	0.00	711.8
	274.2	1164.6	240.24	1891.3
	1164.6	10000000.0	496.94	3243.4
1002118	1.0	274.7	0.00	714.5
	274.7	1154.0	239.07	1889.5
	1154.0	10000000.0	492.66	3231.2
1002119	1.0	274.9	0.00	716.7
	274.9	1143.4	237.91	1887.3
	1143.4	10000000.0	488.50	3218.6
1002120	1.0	275.0	0.00	718.6
	275.0	1132.8	236.76	1884.6
	1132.8	10000000.0	484.49	3205.8
1002121	1.0	274.9	0.00	720.1
	274.9	1122.3	235.64	1881.5
	1122.3	10000000.0	480.62	3192.8
1002122	1.0	274.6	0.00	721.1
	274.6	1111.9	234.53	1878.0
	1111.9	10000000.0	476.89	3179.6
1002123	1.0	274.0	0.00	721.8
	274.0	1101.6	233.45	1874.0
	1101.6	10000000.0	473.32	3166.1
1002124	1.0	273.3	0.00	722.0
	273.3	1091.3	232.39	1869.7
	1091.3	10000000.0	469.91	3152.5
1002125	1.0	272.4	0.00	721.8
	272.4	1081.2	231.36	1864.9
	1081.2	10000000.0	466.65	3138.7
1002126	1.0	271.4	0.00	721.2
	271.4	1071.3	230.36	1859.7
	1071.3	10000000.0	463.55	3124.7
1002127	1.0	270.1	0.00	720.2
	270.1	1061.5	229.39	1854.2
	1061.5	10000000.0	460.62	3110.6
1002128	1.0	268.7	0.00	718.7
	268.7	1051.9	228.45	1848.3
	1051.9	10000000.0	457.85	3096.3
1002129	1.0	267.1	0.00	716.9
	267.1	1042.5	227.54	1842.0
	1042.5	10000000.0	455.24	3082.0
1002130	1.0	265.3	0.00	714.7
	265.3	1033.3	226.66	1835.4
	1033.3	10000000.0	452.80	3067.5
1002131	1.0	263.3	0.00	712.1
	263.3	1024.3	225.81	1828.4
	1024.3	10000000.0	450.52	3053.0
1002132	1.0	261.3	0.00	709.1
	261.3	1015.5	224.99	1821.1
	1015.5	10000000.0	448.40	3038.4
1002133	1.0	259.0	0.00	705.7
	259.0	1007.1	224.20	1813.5
	1007.1	10000000.0	446.45	3023.8
1002134	1.0	256.6	0.00	702.0
	256.6	998.8	223.42	1805.7
	998.8	10000000.0	444.66	3009.1
1002135	1.0	254.1	0.00	698.0
	254.1	990.9	222.67	1797.5
	990.9	10000000.0	443.02	2994.5
1002136	1.0	251.5	0.00	693.7
	251.5	983.3	221.94	1789.1
	983.3	10000000.0	441.55	2979.8
1002137	1.0	248.7	0.00	689.1
	248.7	975.9	221.22	1780.5
	975.9	10000000.0	440.22	2965.2
1002138	1.0	245.8	0.00	684.2
	245.8	968.9	220.52	1771.6
	968.9	10000000.0	439.05	2950.6
1002139	1.0	242.8	0.00	679.1
	242.8	962.3	219.82	1762.6
	962.3	10000000.0	438.03	2936.1
1002140	1.0	239.8	0.00	673.8
	239.8	955.9	219.12	1753.3
	955.9	10000000.0	437.15	2921.7
1002141	1.0	236.6	0.00	668.2
	236.6	950.0	218.43	1743.9
	950.0	10000000.0	436.41	2907.3
1002142	1.0	233.4	0.00	662.5
	233.4	944.3	217.73	1734.4
	944.3	10000000.0	435.80	2893.1
1002143	1.0	230.1	0.00	656.7
	230.1	939.1	217.02	1724.7
	939.1	10000000.0	435.33	2878.9
1002144	1.0	226.8	0.00	650.7
	226.8	934.3	216.30	1714.9
	934.3	10000000.0	434.99	2865.0
1002145	1.0	223.5	0.00	644.7
	223.5	929.8	215.56	1705.0
	929.8	10000000.0	434.77	2851.2
1003101	1.0	248.8	0.00	644.0
	248.8	1341.6	254.18	1883.1
	1341.6	10000000.0	577.18	3445.0
1003102	1.0	251.7	0.00	650.1
	251.7	1333.0	253.87	1888.3
	1333.0	10000000.0	572.12	3438.7
1003103	1.0	254.6	0.00	656.2
	254.6	1324.1	253.44	1893.2
	1324.1	10000000.0	567.02	3431.9
1003104	1.0	257.3	0.00	662.3
	257.3	1314.9	252.89	1897.6
	1314.9	10000000.0	561.89	3424.7
1003105	1.0	259.9	0.00	668.2
	259.9	1305.6	252.24	1901.6
	1305.6	10000000.0	556.75	3417.0
1003106	1.0	262.4	0.00	674.1
	262.4	1296.0	251.50	1905.1
	1296.0	10000000.0	551.61	3409.0
1003107	1.0	775.5	0.00	679.8
	775.5	10000000.0	912.74	3400.5
1003108	1.0	771.7	0.00	685.3
	771.7	10000000.0	898.44	3391.6
1003109	1.0	269.0	0.00	690.7
	269.0	1266.4	248.83	1913.3
	1266.4	10000000.0	536.31	3382.3
1003110	1.0	270.9	0.00	695.8
	270.9	1256.2	247.83	1915.1
	1256.2	10000000.0	531.30	3372.7
1003111	1.0	272.6	0.00	700.7
	272.6	1245.9	246.77	1916.5
	1245.9	10000000.0	526.35	3362.7
1003112	1.0	274.1	0.00	705.3
	274.1	1235.5	245.68	1917.4
	1235.5	10000000.0	521.48	3352.3
1003113	1.0	275.5	0.00	709.7
	275.5	1225.0	244.57	1917.9
	1225.0	10000000.0	516.69	3341.6
1003114	1.0	276.7	0.00	713.7
	276.7	1214.5	243.43	1918.0
	1214.5	10000000.0	511.99	3330.5
1003115	1.0	277.7	0.00	717.4
	277.7	1203.9	242.28	1917.5
	1203.9	10000000.0	507.40	3319.1
1003116	1.0	278.6	0.00	720.8
	278.6	1193.3	241.12	1916.6
	1193.3	10000000.0	502.92	3307.4
1003117	1.0	279.2	0.00	723.8
	279.2	1182.6	239.97	1915.3
	1182.6	10000000.0	498.56	3295.4
1003118	1.0	279.7	0.00	726.5
	279.7	1172.0	238.81	1913.5
	1172.0	10000000.0	494.32	3283.2
1003119	1.0	279.9	0.00	728.7
	279.9	1161.4	237.67	1911.3
	1161.4	10000000.0	490.22	3270.6
1003120	1.0	280.0	0.00	730.6
	280.0	1150.8	236.54	1908.6
	1150.8	10000000.0	486.25	3257.8
1003121	1.0	279.9	0.00	732.1
	279.9	1140.3	235.42	1905.5
	1140.3	10000000.0	482.42	3244.8
1003122	1.0	279.6	0.00	733.1
	279.6	1129.9	234.33	1902.0
	1129.9	10000000.0	478.75	3231.6
1003123	1.0	279.0	0.00	733.8
	279.0	1119.6	233.27	1898.0
	1119.6	10000000.0	475.22	3218.1
1003124	1.0	278.3	0.00	734.0
	278.3	1109.3	232.22	1893.7
	1109.3	10000000.0	471.85	3204.5
1003125	1.0	277.4	0.00	733.8
	277.4	1099.2	231.21	1888.9
	1099.2	10000000.0	468.64	3190.7
1003126	1.0	276.4	0.00	733.2
	276.4	1089.3	230.22	1883.7
	1089.3	10000000.0	465.58	3176.7
1003127	1.0	275.1	0.00	732.2
	275.1	1079.5	229.27	1878.2
	1079.5	10000000.0	462.69	3162.6
1003128	1.0	273.7	0.00	730.7
	273.7	1069.9	228.35	1872.3
	1069.9	10000000.0	459.96	3148.3
1003129	1.0	272.1	0.00	728.9
	272.1	1060.5	227.45	1866.0
	1060.5	10000000.0	457.39	3134.0
1003130	1.0	270.3	0.00	726.7
	270.3	1051.3	226.59	1859.4
	1051.3	10000000.0	454.98	3119.5
1003131	1.0	268.3	0.00	724.1
	268.3	1042.3	225.76	1852.4
	1042.3	10000000.0	452.74	3105.0
1003132	1.0	266.3	0.00	721.1
	266.3	1033.5	224.95	1845.1
	1033.5	10000000.0	450.66	3090.4
1003133	1.0	264.0	0.00	717.7
	264.0	1025.1	224.17	1837.5
	1025.1	10000000.0	448.75	3075.8
1003134	1.0	261.6	0.00	714.0
	261.6	1016.8	223.41	1829.7
	1016.8	10000000.0	446.99	3061.1
1003135	1.0	259.1	0.00	710.0
	259.1	1008.9	222.68	1821.5
	1008.9	10000000.0	445.39	3046.5
1003136	1.0	256.5	0.00	705.7
	256.5	1001.3	221.96	1813.1
	1001.3	10000000.0	443.95	3031.8
1003137	1.0	253.7	0.00	701.1
	253.7	993.9	221.26	1804.5
	993.9	10000000.0	442.66	3017.2
1003138	1.0	250.8	0.00	696.2
	250.8	986.9	220.57	1795.6
	986.9	10000000.0	441.52	3002.6
1003139	1.0	247.8	0.00	691.1
	247.8	980.3	219.90	1786.6
	980.3	10000000.0	440.52	2988.1
1003140	1.0	244.8	0.00	685.8
	244.8	973.9	219.22	1777.3
	973.9	10000000.0	439.68	2973.7
1003141	1.0	241.6	0.00	680.2
	241.6	968.0	218.55	1767.9
	968.0	10000000.0	438.97	2959.3
1003142	1.0	238.4	0.00	674.5
	238.4	962.3	217.87	1758.4
	962.3	10000000.0	438.40	2945.1
1003143	1.0	235.1	0.00	668.7
	235.1	957.1	217.18	1748.7
	957.1	10000000.0	437.96	2930.9
1003144	1.0	231.8	0.00	662.7
	231.8	952.3	216.48	1738.9
	952.3	10000000.0	437.65	2917.0
1003145	1.0	228.5	0.00	656.7
	228.5	947.8	215.77	1729.0
	947.8	10000000.0	437.46	2903.2
1004101	1.0	253.8	0.00	656.0
	253.8	1359.6	253.78	1907.1
	1359.6	10000000.0	577.89	3497.0
1004102	1.0	256.7	0.00	662.1
	256.7	1351.0	253.46	1912.3
	1351.0	10000000.0	572.89	3490.7
1004103	1.0	259.6	0.00	668.2
	259.6	1342.1	253.03	1917.2
	1342.1	10000000.0	567.84	3483.9
1004104	1.0	262.3	0.00	674.3
	262.3	1332.9	252.48	1921.6
	1332.9	10000000.0	562.76	3476.7
1004105	1.0	264.9	0.00	680.2
	264.9	1323.6	251.84	1925.6
	1323.6	10000000.0	557.67	3469.0
1004106	1.0	267.4	0.00	686.1
	267.4	1314.0	251.11	1929.1
	1314.0	10000000.0	552.59	3461.0
1004107	1.0	269.7	0.00	691.8
	269.7	1304.3	250.29	1932.3
	1304.3	10000000.0	547.51	3452.5
1004108	1.0	271.9	0.00	697.3
	271.9	1294.4	249.41	1935.0
	1294.4	10000000.0	542.46	3443.6
1004109	1.0	274.0	0.00	702.7
	274.0	1284.4	248.46	1937.3
	1284.4	10000000.0	537.46	3434.3
1004110	1.0	275.9	0.00	707.8
	275.9	1274.2	247.46	1939.1
	1274.2	10000000.0	532.50	3424.7
1004111	1.0	277.6	0.00	712.7
	277.6	1263.9	246.42	1940.5
	1263.9	10000000.0	527.61	3414.7
1004112	1.0	279.1	0.00	717.3
	279.1	1253.5	245.35	1941.4
	1253.5	10000000.0	522.79	3404.3
1004113	1.0	280.5	0.00	721.7
	280.5	1243.0	244.24	1941.9
	1243.0	10000000.0	518.05	3393.6
1004114	1.0	281.7	0.00	725.7
	281.7	1232.5	243.12	1942.0
	1232.5	10000000.0	513.41	3382.5
1004115	1.0	282.7	0.00	729.4
	282.7	1221.9	241.98	1941.5
	1221.9	10000000.0	508.87	3371.1
1004116	1.0	283.6	0.00	732.8
	283.6	1211.3	240.84	1940.6
	1211.3	10000000.0	504.44	3359.4
1004117	1.0	284.2	0.00	735.8
	284.2	1200.6	239.70	1939.3
	1200.6	10000000.0	500.12	3347.4
1004118	1.0	284.7	0.00	738.5
	284.7	1190.0	238.56	1937.5
	1190.0	10000000.0	495.94	3335.2
1004119	1.0	284.9	0.00	740.7
	284.9	1179.4	237.43	1935.3
	1179.4	10000000.0	491.88	3322.6
1004120	1.0	285.0	0.00	742.6
	285.0	1168.8	236.31	1932.6
	1168.8	10000000.0	487.96	3309.8
1004121	1.0	284.9	0.00	744.1
	284.9	1158.3	235.21	1929.5
	1158.3	10000000.0	484.18	3296.8
1004122	1.0	284.6	0.00	745.1
	284.6	1147.9	234.14	1926.0
	1147.9	10000000.0	480.55	3283.6
1004123	1.0	284.0	0.00	745.8
	284.0	1137.6	233.09	1922.0
	1137.6	10000000.0	477.07	3270.1
1004124	1.0	283.3	0.00	746.0
	283.3	1127.3	232.06	1917.7
	1127.3	10000000.0	473.74	3256.5
1004125	1.0	282.4	0.00	745.8
	282.4	1117.2	231.06	1912.9
	1117.2	10000000.0	470.57	3242.7
1004126	1.0	281.4	0.00	745.2
	281.4	1107.3	230.09	1907.7
	1107.3	10000000.0	467.55	3228.7
1004127	1.0	280.1	0.00	744.2
	280.1	1097.5	229.15	1902.2
	1097.5	10000000.0	464.70	3214.6
1004128	1.0	278.7	0.00	742.7
	278.7	1087.9	228.24	1896.3
	1087.9	10000000.0	462.01	3200.3
1004129	1.0	277.1	0.00	740.9
	277.1	1078.5	227.36	1890.0
	1078.5	10000000.0	459.48	3186.0
1004130	1.0	275.3	0.00	738.7
	275.3	1069.3	226.51	1883.4
	1069.3	10000000.0	457.11	3171.5
1004131	1.0	666.8	0.00	736.1
	666.8	10000000.0	694.72	3157.0
1004132	1.0	271.3	0.00	733.1
	271.3	1051.5	224.90	1869.1
	1051.5	10000000.0	452.86	3142.4
1004133	1.0	269.0	0.00	729.7
	269.0	1043.1	224.14	1861.5
	1043.1	10000000.0	450.98	3127.8
1004134	1.0	266.6	0.00	726.0
	266.6	1034.8	223.40	1853.7
	1034.8	10000000.0	449.25	3113.1
1004135	1.0	264.1	0.00	722.0
	264.1	1026.9	222.68	1845.5
	1026.9	10000000.0	447.69	3098.5
1004136	1.0	261.5	0.00	717.7
	261.5	1019.3	221.98	1837.1
	1019.3	10000000.0	446.28	3083.8
1004137	1.0	258.7	0.00	713.1
	258.7	1011.9	221.30	1828.5
	1011.9	10000000.0	445.02	3069.2
1004138	1.0	255.8	0.00	708.2
	255.8	1004.9	220.63	1819.6
	1004.9	10000000.0	443.91	3054.6
1004139	1.0	252.8	0.00	703.1
	252.8	998.3	219.96	1810.6
	998.3	10000000.0	442.95	3040.1
1004140	1.0	249.8	0.00	697.8
	249.8	991.9	219.31	1801.3
	991.9	10000000.0	442.13	3025.7
1004141	1.0	246.6	0.00	692.2
	246.6	986.0	218.65	1791.9
	986.0	10000000.0	441.46	3011.3
1004142	1.0	243.4	0.00	686.5
	243.4	980.3	217.99	1782.4
	980.3	10000000.0	440.92	2997.1
1004143	1.0	240.1	0.00	680.7
	240.1	975.1	217.33	1772.7
	975.1	10000000.0	440.51	2982.9
1004144	1.0	236.8	0.00	674.7
	236.8	970.3	216.65	1762.9
	970.3	10000000.0	440.22	2969.0
1004145	1.0	233.5	0.00	668.7
	233.5	965.8	215.96	1753.0
	965.8	10000000.0	440.07	2955.2
1005101	1.0	258.8	0.00	668.0
	258.8	1377.6	253.38	1931.1
	1377.6	10000000.0	578.58	3549.0
1005102	1.0	261.7	0.00	674.1
	261.7	1369.0	253.06	1936.3
	1369.0	10000000.0	573.62	3542.7
1005103	1.0	264.6	0.00	680.2
	264.6	1360.1	252.63	1941.2
	1360.1	10000000.0	568.63	3535.9
1005104	1.0	267.3	0.00	686.3
	267.3	1350.9	252.08	1945.6
	1350.9	10000000.0	563.61	3528.7
1005105	1.0	269.9	0.00	692.2
	269.9	1341.6	251.44	1949.6
	1341.6	10000000.0	558.57	3521.0
1005106	1.0	272.4	0.00	698.1
	272.4	1332.0	250.71	1953.1
	1332.0	10000000.0	553.54	3513.0
1005107	1.0	274.7	0.00	703.8
	274.7	1322.3	249.91	1956.3
	1322.3	10000000.0	548.51	3504.5
1005108	1.0	276.9	0.00	709.3
	276.9	1312.4	249.03	1959.0
	1312.4	10000000.0	543.52	3495.6
1005109	1.0	279.0	0.00	714.7
	279.0	1302.4	248.09	1961.3
	1302.4	10000000.0	538.57	3486.3
1005110	1.0	280.9	0.00	719.8
	280.9	1292.2	247.10	1963.1
	1292.2	10000000.0	533.66	3476.7
1005111	1.0	282.6	0.00	724.7
	282.6	1281.9	246.07	1964.5
	1281.9	10000000.0	528.82	3466.7
1005112	1.0	284.1	0.00	729.3
	284.1	1271.5	245.01	1965.4
	1271.5	10000000.0	524.06	3456.3
1005113	1.0	285.5	0.00	733.7
	285.5	1261.0	243.92	1965.9
	1261.0	10000000.0	519.37	3445.6
1005114	1.0	286.7	0.00	737.7
	286.7	1250.5	242.81	1966.0
	1250.5	10000000.0	514.78	3434.5
1005115	1.0	287.7	0.00	741.4
	287.7	1239.9	241.69	1965.5
	1239.9	10000000.0	510.29	3423.1
1005116	1.0	288.6	0.00	744.8
	288.6	1229.3	240.56	1964.6
	1229.3	10000000.0	505.91	3411.4
1005117	1.0	289.2	0.00	747.8
	289.2	1218.6	239.43	1963.3
	1218.6	10000000.0	501.65	3399.4
1005118	1.0	289.7	0.00	750.5
	289.7	1208.0	238.30	1961.5
	1208.0	10000000.0	497.51	3387.2
1005119	1.0	743.7	0.00	752.7
	743.7	10000000.0	767.57	3374.6
1005120	1.0	290.0	0.00	754.6
	290.0	1186.8	236.09	1956.6
	1186.8	10000000.0	489.63	3361.8
1005121	1.0	289.9	0.00	756.1
	289.9	1176.3	235.01	1953.5
	1176.3	10000000.0	485.89	3348.8
1005122	1.0	289.6	0.00	757.1
	289.6	1165.9	233.94	1950.0
	1165.9	10000000.0	482.30	3335.6
1005123	1.0	289.0	0.00	757.8
	289.0	1155.6	232.91	1946.0
	1155.6	10000000.0	478.87	3322.1
1005124	1.0	288.3	0.00	758.0
	288.3	1145.3	231.89	1941.7
	1145.3	10000000.0	475.58	3308.5
1005125	1.0	287.4	0.00	757.8
	287.4	1135.2	230.91	1936.9
	1135.2	10000000.0	472.45	3294.7
1005126	1.0	286.4	0.00	757.2
	286.4	1125.3	229.95	1931.7
	1125.3	10000000.0	469.47	3280.7
1005127	1.0	285.1	0.00	756.2
	285.1	1115.5	229.03	1926.2
	1115.5	10000000.0	466.66	3266.6
1005128	1.0	283.7	0.00	754.7
	283.7	1105.9	228.13	1920.3
	1105.9	10000000.0	464.00	3252.3
1005129	1.0	282.1	0.00	752.9
	282.1	1096.5	227.27	1914.0
	1096.5	10000000.0	461.51	3238.0
1005130	1.0	280.3	0.00	750.7
	280.3	1087.3	226.44	1907.4
	1087.3	10000000.0	459.18	3223.5
1005131	1.0	278.3	0.00	748.1
	278.3	1078.3	225.63	1900.4
	1078.3	10000000.0	457.01	3209.0
1005132	1.0	276.3	0.00	745.1
	276.3	1069.5	224.85	1893.1
	1069.5	10000000.0	455.00	3194.4
1005133	1.0	274.0	0.00	741.7
	274.0	1061.1	224.10	1885.5
	1061.1	10000000.0	453.15	3179.8
1005134	1.0	271.6	0.00	738.0
	271.6	1052.8	223.38	1877.7
	1052.8	10000000.0	451.46	3165.1
1005135	1.0	269.1	0.00	734.0
	269.1	1044.9	222.67	1869.5
	1044.9	10000000.0	449.92	3150.5
1005136	1.0	266.5	0.00	729.7
	266.5	1037.3	221.99	1861.1
	1037.3	10000000.0	448.55	3135.8
1005137	1.0	263.7	0.00	725.1
	263.7	1029.9	221.32	1852.5
	1029.9	10000000.0	447.32	3121.2
1005138	1.0	260.8	0.00	720.2
	260.8	1022.9	220.67	1843.6
	1022.9	10000000.0	446.24	3106.6
1005139	1.0	257.8	0.00	715.1
	257.8	1016.3	220.02	1834.6
	1016.3	10000000.0	445.31	3092.1
1005140	1.0	254.8	0.00	709.8
	254.8	1009.9	219.38	1825.3
	1009.9	10000000.0	444.52	3077.7
1005141	1.0	251.6	0.00	704.2
	251.6	1004.0	218.75	1815.9
	1004.0	10000000.0	443.87	3063.3
1005142	1.0	248.4	0.00	698.5
	248.4	998.3	218.11	1806.4
	998.3	10000000.0	443.36	3049.1
1005143	1.0	245.1	0.00	692.7
	245.1	993.1	217.46	1796.7
	993.1	10000000.0	442.98	3034.9
1005144	1.0	241.8	0.00	686.7
	241.8	988.3	216.80	1786.9
	988.3	10000000.0	442.73	3021.0
1005145	1.0	238.5	0.00	680.7
	238.5	983.8	216.13	1777.0
	983.8	10000000.0	442.60	3007.2
1006101	1.0	263.8	0.00	680.0
	263.8	1395.6	252.98	1955.1
	1395.6	10000000.0	579.24	3601.0
1006102	1.0	266.7	0.00	686.1
	266.7	1387.0	252.66	1960.3
	1387.0	10000000.0	574.33	3594.7
1006103	1.0	269.6	0.00	692.2
	269.6	1378.1	252.23	1965.2
	1378.1	10000000.0	569.39	3587.9
1006104	1.0	272.3	0.00	698.3
	272.3	1368.9	251.69	1969.6
	1368.9	10000000.0	564.42	3580.7
1006105	1.0	274.9	0.00	704.2
	274.9	1359.6	251.05	1973.6
	1359.6	10000000.0	559.44	3573.0
1006106	1.0	277.4	0.00	710.1
	277.4	1350.0	250.32	1977.1
	1350.0	10000000.0	554.45	3565.0
1006107	1.0	279.7	0.00	715.8
	279.7	1340.3	249.52	1980.3
	1340.3	10000000.0	549.49	3556.5
1006108	1.0	281.9	0.00	721.3
	281.9	1330.4	248.66	1983.0
	1330.4	10000000.0	544.55	3547.6
1006109	1.0	284.0	0.00	726.7
	284.0	1320.4	247.73	1985.3
	1320.4	10000000.0	539.65	3538.3
1006110	1.0	285.9	0.00	731.8
	285.9	1310.2	246.75	1987.1
	1310.2	10000000.0	534.80	3528.7
1006111	1.0	287.6	0.00	736.7
	287.6	1299.9	245.73	1988.5
	1299.9	10000000.0	530.01	3518.7
